id,type,label,n_tokens,total_text_len,mean_conf,min_conf,frac_conf_lt30,frac_conf_lt50,std_conf,n_latin_dates,n_arabic_date_tokens,n_valid_dates,n_distinct_years,year_span,chrono_violation,implausible_age,future_or_ancient,n_date_pairs_bad_order,has_dual_script,crossscript_year_mismatch_frac,crossscript_any_mismatch,name_weird_accent_ct,name_weird_accent_frac,n_latin_name_tokens,box_h_cv,box_h_max_over_med
b1c0042bdedd4fb688dd93189ee02f9b,GUINEA/DL,1,16.0,307.0,0.9944704584777355,0.9625533223152161,0.0,0.0,0.00989189676669387,2.0,0.0,2.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.22003525654209663,1.4999999687500007
db33dc7ebf2d4c05aab48ddf4d6e90a8,MAURITIUS/ID,1,16.0,174.0,0.9398337567553801,0.0,0.058823529411764705,0.058823529411764705,0.23498333782075584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.030303030303030304,12.0,0.5073845997311083,3.1489361032141256
3a81891ced5a4fe0be7a38894feacf2a,EGYPT/DL,1,37.0,326.0,0.8522163417778517,0.0,0.02631578947368421,0.05263157894736842,0.21031497855496484,3.0,2.0,3.0,3.0,64.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.0,0.2025850926136015,1.437499970052084
78c72fffeadb4671b31e110054f91506,MAURITIUS/ID,0,17.0,177.0,0.9597791538519018,0.3916013836860657,0.0,0.058823529411764705,0.14248393761903821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.028368794326241134,14.0,0.17953072549087454,1.4186046181719858
93cebae57f774d0181c94a620c34c55f,GUINEA/DL,1,18.0,352.0,0.9556082652674781,0.5183929204940796,0.0,0.0,0.11422684908338876,2.0,0.0,2.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.45099763257678044,3.020833270399307
abcd1299235a401bb58ca8c8e35cdff2,MAURITIUS/ID,1,19.0,183.0,0.9633398087401139,0.38251030445098877,0.0,0.05263157894736842,0.13727290199778844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.014285714285714285,14.0,0.2028752936678271,1.4444444123456799
c38e0c7cb7aa471d8263009ab87000c1,BENIN/DL,0,28.0,424.0,0.9123513678620968,0.03717068210244179,0.07142857142857142,0.10714285714285714,0.242540817670655,3.0,0.0,3.0,3.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.3730701836677638,2.794520471383001
e47c17a3b22147bfbd6f4fefb2bdfcb2,GUINEA/DL,0,19.0,327.0,0.9599332558481317,0.5164057612419128,0.0,0.0,0.11046196666358465,2.0,0.0,2.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.5068562876981786,3.079999938400001
152e6b14fdb540f5b7cbaa906534a8f7,MOZAMBIQUE/DL,0,40.0,514.0,0.9857966333627701,0.7314759492874146,0.0,0.0,0.04300191972621205,3.0,0.0,3.0,3.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.3196650080602983,2.999999850000007
8ed9e953ad7c4daea7696225fd7bb5fa,GUINEA/DL,0,17.0,329.0,0.9642836644369013,0.48814091086387634,0.0,0.058823529411764705,0.11973540978061484,2.0,0.0,2.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.4726347052744257,3.288888815802471
fee29cbc77bc4513aadeb5a06ae5dfe0,BENIN/DL,0,27.0,404.0,0.8953321624015059,0.0,0.10714285714285714,0.10714285714285714,0.28140565521201594,3.0,0.0,3.0,3.0,36.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.2972431675306637,1.9444443904321005
f73f371927d64d5cb8f3c670a166be19,BENIN/DL,0,26.0,396.0,0.92504027313911,0.07287828624248505,0.07692307692307693,0.07692307692307693,0.228978079007319,3.0,0.0,3.0,3.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.25650033258147165,1.9166666134259276
737b5205504144b6b8a28d5771ae8271,EGYPT/DL,1,39.0,311.0,0.849315130855979,0.0,0.04878048780487805,0.07317073170731707,0.23954937176822025,3.0,1.0,3.0,3.0,39.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,0.20026908927540907,1.4081632365680974
d42861e3f58e459bbb79f8131b7beda8,MOZAMBIQUE/DL,0,36.0,526.0,0.9834313442309698,0.7789873480796814,0.0,0.0,0.03783050691318149,3.0,0.0,3.0,3.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.4184253074428303,3.5909089276859576
a75a28fae08a4b45b49c85ebd739a8ad,BENIN/DL,1,28.0,418.0,0.8795979827128607,0.0,0.10344827586206896,0.13793103448275862,0.2830454151746746,3.0,0.0,3.0,3.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.3623216320062371,2.694444369598768
8bc280b1bc4f41f59bbc2a3580a97717,BENIN/DL,0,27.0,407.0,0.925769311134462,0.0613531693816185,0.07407407407407407,0.07407407407407407,0.22886836244285064,3.0,0.0,3.0,3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.26014873574917124,1.9166666134259276
1eab65202eb048a0aea8e027b7070e8a,BENIN/DL,1,27.0,425.0,0.9294186855355898,0.0752963200211525,0.07407407407407407,0.07407407407407407,0.2243592333852785,3.0,0.0,3.0,3.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.2730925641558154,1.8648648144631133
c7c4c59ffefd4611a8eb57c07d7e5980,BENIN/DL,0,28.0,441.0,0.9159656019349184,0.03717068210244179,0.07142857142857142,0.07142857142857142,0.23815824510848108,3.0,0.0,3.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.40417098518321787,3.123287585663354
40b67c8bfee44b99aa93a58850d8e451,GUINEA/DL,1,18.0,310.0,0.9501529294583533,0.2169763296842575,0.05555555555555555,0.05555555555555555,0.17801593528220908,2.0,0.0,2.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.4501811714442846,3.0425531267541888
f51864fda28a43818341b4c419225e09,MAURITIUS/ID,0,19.0,226.0,0.9704398685380032,0.49520429968833923,0.0,0.05263157894736842,0.1121317898546137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.054945054945054944,15.0,0.18899337298925653,1.4444444123456799
64adc21064364f02888488408279e88a,GUINEA/DL,1,15.0,326.0,0.998817511399587,0.9926428198814392,0.0,0.0,0.0020773672061324315,2.0,0.0,2.0,2.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.23526437501099035,1.5681817825413231
df95cbbbed384ddfadd60d63333c2f49,MOZAMBIQUE/DL,0,40.0,518.0,0.9755764737725258,0.5556657910346985,0.0,0.0,0.07396159875063936,3.0,0.0,3.0,3.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.30227208498048447,2.4999998863636415
a7deb423a70e4392bdc3521a49be4d27,BENIN/DL,1,26.0,411.0,0.9192063039025435,0.05445654317736626,0.07692307692307693,0.07692307692307693,0.2338188220661584,3.0,0.0,3.0,3.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.2466116474366984,1.8399999509333347
680c802a984a4d669a8a7ebbf61dc191,BENIN/DL,1,27.0,420.0,0.9285404075075079,0.07287828624248505,0.07407407407407407,0.07407407407407407,0.22823576190273032,3.0,0.0,3.0,3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.2816394253539444,1.9166666134259276
51b2bcf396e64bf8918b52c4cbd17bf1,EGYPT/DL,0,37.0,297.0,0.8435091078281403,0.0,0.075,0.075,0.27082161705393293,3.0,2.0,3.0,3.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,0.20545456136584822,1.3799999724000007
1779d4493bca481389ea18e858fdf7a7,BENIN/DL,1,28.0,427.0,0.917053772136569,0.07261038571596146,0.07142857142857142,0.07142857142857142,0.2352604407776527,3.0,0.0,3.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.26802738098918927,1.9166666134259276
00bb94adefc44af5835a55ad5d8fcd86,GUINEA/DL,0,17.0,348.0,0.9852549293461967,0.8993537425994873,0.0,0.0,0.027395790231433726,2.0,0.0,2.0,2.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.222195593841118,1.53333329925926
0c140936a06c40108a73dcffc75c86b7,BENIN/DL,0,28.0,431.0,0.9124200042071087,0.03717068210244179,0.07142857142857142,0.07142857142857142,0.2379490201200845,3.0,0.0,3.0,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.2850887285376047,1.9166666134259276
d5c6e65bcb5d4a75aa62a5a1767bd01f,GUINEA/DL,1,17.0,327.0,0.9610819501035354,0.46856552362442017,0.0,0.058823529411764705,0.12464082605690154,2.0,0.0,2.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.22254201721522868,1.5999999644444454
d2c07762111c4f36b103fe1af6652a71,EGYPT/DL,0,36.0,305.0,0.8437294599257017,0.0,0.05263157894736842,0.05263157894736842,0.24390118670237076,3.0,1.0,3.0,3.0,38.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,0.2078753207027147,1.4680850751471262
e802f116e9a541f6a6ad6ccff871e3c5,MAURITIUS/ID,1,17.0,175.0,0.9987781363375047,0.9888660907745361,0.0,0.0,0.0027809597261583383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.04477611940298507,13.0,0.20809978823166225,1.4444444123456799
84f3461730ea430b92f6f78509f1a777,MOZAMBIQUE/DL,1,39.0,506.0,0.9910746186207502,0.9427295923233032,0.0,0.0,0.015487264154989485,3.0,0.0,3.0,3.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.41892671690906286,3.7619045827664483
d710887df26d4786ac74ecaa30b5f97a,MAURITIUS/ID,0,18.0,193.0,0.9474498083194097,0.49520429968833923,0.0,0.05555555555555555,0.14059696790403745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.02,14.0,0.40065642406940183,2.7555554943209892
7a52643751474e678a5d1bb9e0b2f4fa,MAURITIUS/ID,1,17.0,184.0,0.9685411383123959,0.5950024127960205,0.0,0.0,0.09454705809270042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.014285714285714285,13.0,0.18940085824091565,1.4651162449972968
67a4fbe7ea794da0a2f8137aac019978,GUINEA/DL,1,18.0,335.0,0.9705940286318461,0.695447564125061,0.0,0.0,0.0697950974807309,2.0,0.0,2.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.49989851364990984,3.3913042741020814
53895d78e792434cb247bcd54cb160eb,GUINEA/DL,1,16.0,332.0,0.9900754243135452,0.945300281047821,0.0,0.0,0.014963104894206575,2.0,0.0,2.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.2179428845173549,1.5824175476391749
95d49e8d142e4028a81ca972f5c5c0b6,GUINEA/DL,0,18.0,309.0,0.9739379088083903,0.8195402026176453,0.0,0.0,0.04575436571154398,2.0,0.0,2.0,2.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.4268772242897763,2.945054880328464
ac9c3555389445aab4dcd7e15f18f7b8,EGYPT/DL,1,39.0,315.0,0.8656970293093951,0.437826931476593,0.0,0.07692307692307693,0.17236356634201952,3.0,1.0,3.0,3.0,67.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.0,0.19819703885620557,1.4081632365680974
c15276bbaaab493f90feb2f370d15c19,MOZAMBIQUE/DL,0,39.0,514.0,0.9868014057477316,0.8519156575202942,0.0,0.0,0.02772441742869859,3.0,0.0,3.0,3.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.28529535292256636,2.799999860000007
832878d2ff314279bf5286b32bab65eb,BENIN/DL,0,26.0,414.0,0.925219517487746,0.07287828624248505,0.07692307692307693,0.07692307692307693,0.23239177556065652,3.0,0.0,3.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.2680504877027018,1.89041090711203
7cef14f9d35a40f6bafbeac63bc8a3a6,GUINEA/DL,0,17.0,313.0,0.9894746752346263,0.9231247901916504,0.0,0.0,0.021076280067116877,2.0,0.0,2.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.22804298366871967,1.4399999712000007
42e05af221ac4a4cb5686db67b171be0,EGYPT/DL,0,40.0,301.0,0.8724458690096693,0.0,0.024390243902439025,0.04878048780487805,0.204896308298079,3.0,2.0,3.0,3.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.02531645569620253,7.0,0.22679693736469642,1.5531914563150755
27c0eb0736c649239fe9d86ce621c87b,GUINEA/DL,0,17.0,321.0,0.9887689632527968,0.9536992907524109,0.0,0.0,0.015960242163284566,2.0,0.0,2.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.2500972329433107,1.5531914563150755
0214a0fc12e64b3f809373224ae84ca8,MOZAMBIQUE/DL,1,37.0,515.0,0.9868173728118071,0.8438695073127747,0.0,0.0,0.028480244703668747,3.0,0.0,3.0,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.3067952774587585,2.727272603305791
09b7461db56f4ddbb932e547c2cd98ba,MOZAMBIQUE/DL,0,37.0,519.0,0.9855822453627715,0.7688073515892029,0.0,0.0,0.038700815170403954,3.0,0.0,3.0,3.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.4323247217538606,3.9499998025000096
264c54fe9579402088de58b18c9a5c8c,BENIN/DL,1,27.0,397.0,0.9265470857973452,0.0683857649564743,0.07407407407407407,0.07407407407407407,0.23015985022621233,3.0,0.0,3.0,3.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.2578002265956109,1.9166666134259276
27b3eb36fe9d4e6ea90fd00c81c5b96c,BENIN/DL,1,27.0,441.0,0.9258695564888142,0.10882322490215302,0.07407407407407407,0.07407407407407407,0.22524327477449707,3.0,0.0,3.0,3.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.26774786589984834,1.8648648144631133
c40bb36142de4cecbc5d132e3919af77,MOZAMBIQUE/DL,1,37.0,526.0,0.9779856575501932,0.6246867775917053,0.0,0.0,0.06123081783246948,3.0,0.0,3.0,3.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.5156792469098951,4.272727078512405
daffa079a0ae4699b0b82100f6da6e93,EGYPT/DL,0,37.0,347.0,0.8280690243610969,0.0,0.05128205128205128,0.07692307692307693,0.25223067905692914,3.0,1.0,3.0,3.0,63.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,11.0,0.20945311570287048,1.3799999724000007
49b2d76da81242c79dd27030f84f52a6,GUINEA/DL,1,17.0,331.0,0.9745872020721436,0.7089671492576599,0.0,0.0,0.06770647927730952,2.0,0.0,2.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.32155736824136033,2.1458332886284732
917fddd962c843c391d2e081c23df9a5,MAURITIUS/ID,1,17.0,171.0,0.9643160595613367,0.4082305431365967,0.0,0.058823529411764705,0.13903348215735145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.022556390977443608,13.0,0.21474635562241612,1.4130434475425337
45c009ff083a49818b9c97201c609432,MAURITIUS/ID,1,17.0,176.0,0.9439925286504958,0.0,0.05555555555555555,0.05555555555555555,0.22895295958328993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.022222222222222223,13.0,0.9090085337788778,6.044943684383289
9e9e8efcefdb4e5e8afdff155aec56f7,EGYPT/DL,1,34.0,280.0,0.8163139208366996,0.0,0.10526315789473684,0.10526315789473684,0.2994909646275381,3.0,2.0,3.0,3.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.015625,7.0,0.21208784965970234,1.5670102769688603
1b47c1c7a17c4abfb9d78ece8519852f,BENIN/DL,1,28.0,433.0,0.9156070801296404,0.07261038571596146,0.07142857142857142,0.07142857142857142,0.23363446784912337,3.0,0.0,3.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.3775665153300312,2.8767122499530893
fdf5ba5e315b4730849ab34013cfcedf,MOZAMBIQUE/DL,0,38.0,516.0,0.9841591449160325,0.7314759492874146,0.0,0.0,0.0442803080698413,3.0,0.0,3.0,3.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.32384020857051415,2.999999850000007
bcc3e922041240cc9188da97cc1f3035,GUINEA/DL,1,18.0,329.0,0.9423753635750877,0.48954877257347107,0.0,0.05555555555555555,0.15368203636179112,2.0,0.0,2.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.5030798399189931,3.1208790522883727
2043953de0d24053912121e33bd44e2e,MAURITIUS/ID,0,16.0,168.0,0.9666141662746668,0.49520429968833923,0.0,0.0625,0.12178011758995713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.03125,12.0,0.21342176656136239,1.5662650224996382
6de7a00f14804b63988c8aa697409eb5,MOZAMBIQUE/DL,1,38.0,516.0,0.9823841013406452,0.7314759492874146,0.0,0.0,0.044807759581247164,3.0,0.0,3.0,3.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.2965986958003633,2.6222221056790174
bdfa7180cb5b4372ba4cd25552c8efbe,GUINEA/DL,0,17.0,335.0,0.9891385190627154,0.9541985988616943,0.0,0.0,0.01497376136299285,2.0,0.0,2.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.2273896156860196,1.4999999687500007
479fe10e403047d3a1fd47675d9d2ead,BENIN/DL,0,26.0,411.0,0.9253550918342975,0.03717068210244179,0.07692307692307693,0.07692307692307693,0.23498916492281113,3.0,0.0,3.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.2738539853942244,1.9166666134259276
a8ead10eb8294089ad868e592dcdb56a,MOZAMBIQUE/DL,0,41.0,521.0,0.9725644217758644,0.46032246947288513,0.0,0.024390243902439025,0.08536245936940534,3.0,0.0,3.0,3.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.3452070477590402,2.857142721088442
dd8cea058f754b59a6d8c8cf5497040e,BENIN/DL,1,27.0,396.0,0.927988353288836,0.03717068210244179,0.07407407407407407,0.07407407407407407,0.22955926648279126,3.0,0.0,3.0,3.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.2724454825783482,1.9166666134259276
47ffa41da87944d393ad3189941ff8e7,MAURITIUS/ID,0,18.0,189.0,0.967294712861379,0.543548583984375,0.0,0.0,0.1049079215883699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.046357615894039736,15.0,0.15289710117256117,1.235955028405505
163e076196564e83846a10ca019ff8f2,MAURITIUS/ID,0,16.0,169.0,0.9713428802788258,0.5716849565505981,0.0,0.0,0.10333214701263606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.022556390977443608,13.0,0.1993424241294648,1.4999999642857151
11a38bdea046442cb5a907326bef18f8,MOZAMBIQUE/DL,1,37.0,526.0,0.980733979392696,0.6059758067131042,0.0,0.0,0.06486662118575046,3.0,0.0,3.0,3.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.5097457270768654,4.38095217233561
d06c72d9fd8d4c43b11accedd316b89e,MAURITIUS/ID,0,18.0,196.0,0.9616197331084145,0.4162224233150482,0.0,0.05555555555555555,0.13298305453154766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.046052631578947366,14.0,0.15335396687450556,1.264367787026028
0bed3aaf369f48978e913bfe1d21b3df,BENIN/DL,1,27.0,416.0,0.9296156087959254,0.0613531693816185,0.07407407407407407,0.07407407407407407,0.2301392511228763,3.0,0.0,3.0,3.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.24954192980947715,1.8648648144631133
392e671586fe4bba96c01f31d5103682,GUINEA/DL,1,17.0,313.0,0.9893653322668636,0.9593560099601746,0.0,0.0,0.014293381009952075,2.0,0.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.22680062406871243,1.5319148610230882
10c2f7da0c4945cb975c91e79831bff1,GUINEA/DL,1,17.0,327.0,0.9874152225606582,0.933420717716217,0.0,0.0,0.021004021937219276,2.0,0.0,2.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.22870988103046688,1.5652173572778836
8c54672863a542ffa36b015679b526f3,MAURITIUS/ID,1,16.0,162.0,0.9614951182156801,0.3915427625179291,0.0,0.0625,0.14716368922445994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.19624564007439763,1.5853658149910779
ce4ae9f8570e41ac9ba522af145636e7,MAURITIUS/ID,0,17.0,198.0,0.9690484702587128,0.48885980248451233,0.0,0.058823529411764705,0.12006429124440036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.01935483870967742,13.0,0.1992352841691732,1.5116278718226077
2785703041fc4894be554ef3157d53ce,MOZAMBIQUE/DL,0,38.0,522.0,0.9830817642964815,0.7789873480796814,0.0,0.0,0.037377823661720454,3.0,0.0,3.0,3.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.3138330050580056,2.7906975446187188
7adf2aab57fc45a9a6e165d4d737d61d,EGYPT/DL,1,37.0,309.0,0.8618859228415366,0.0,0.05128205128205128,0.07692307692307693,0.24761628267942568,3.0,1.0,3.0,3.0,72.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,0.1965057665075564,1.4680850751471262
b00931433f2a4a6e85c4e1303107216f,GUINEA/DL,0,17.0,332.0,0.9572978791068582,0.3924446105957031,0.0,0.058823529411764705,0.14193998940582422,2.0,0.0,2.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.46638114961425226,2.9999999375000015
d3a708bea8ae455ba7876e9d24586c55,MOZAMBIQUE/DL,1,39.0,513.0,0.9918164901244335,0.9527295827865601,0.0,0.0,0.013691248237983733,3.0,0.0,3.0,3.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.32587490365079086,2.999999850000007
